id,ingredients,ingredients_string,cuisine
16454,"['shredded cheddar cheese', 'salsa', 'green bell pepper', 'large flour tortillas', 'fresh tomatoes', 'garlic', 'taco seasoning mix', 'ground beef']",shredded cheddar cheese salsa green bell pepper large flour tortillas fresh tomatoes garlic taco seasoning mix ground beef,D
1607,"['soy sauce', 'shredded cabbage', 'stir fry noodles', 'onions', 'olive oil', 'garlic', 'carrots', 'white pepper', 'ginger', 'oyster sauce', 'brown sugar', 'vegetables', 'sauce', 'celery']",soy sauce shredded cabbage stir fry noodles onions olive oil garlic carrots white pepper ginger oyster sauce brown sugar vegetables sauce celery,C
38526,"['chicken stock', 'mushrooms', 'cumin', 'pepper', 'onions', 'dried apricot', 'chicken thighs', 'ground ginger', 'salt', 'saffron']",chicken stock mushrooms cumin pepper onions dried apricot chicken thighs ground ginger salt saffron,B
18755,"['montreal steak seasoning', 'oil', 'flour', 'fat-free buttermilk', 'cube steaks', 'skim milk', 'salt']",montreal steak seasoning oil flour fat-free buttermilk cube steaks skim milk salt,A
12035,"['worcestershire sauce', 'fresh lemon juice', 'mushrooms', 'anchovy fillets', 'unsalted butter', 'heavy cream', 'onions', 'rotelle', 'fresh parsley leaves']",worcestershire sauce fresh lemon juice mushrooms anchovy fillets unsalted butter heavy cream onions rotelle fresh parsley leaves,E
16047,"['olive oil', 'fresh lemon juice', 'black pepper', 'grated lemon zest', 'dried oregano', 'fat free less sodium chicken broth', 'garlic cloves', 'penne', 'zucchini', 'feta cheese crumbles']",olive oil fresh lemon juice black pepper grated lemon zest dried oregano fat free less sodium chicken broth garlic cloves penne zucchini feta cheese crumbles,E
15419,"['pesto', 'dried pasta', 'broccoli florets', 'salt', 'pinenuts', 'freshly grated parmesan', 'extra-virgin olive oil', 'lemon juice', 'black pepper', 'olive oil', 'crushed red pepper flakes', 'toasted pine nuts', 'pepper', 'grated parmesan cheese', 'garlic', 'shrimp']",pesto dried pasta broccoli florets salt pinenuts freshly grated parmesan extra-virgin olive oil lemon juice black pepper olive oil crushed red pepper flakes toasted pine nuts pepper grated parmesan cheese garlic shrimp,E
16971,"['fresh tomatoes', 'red pepper', 'garlic cloves', 'chicken thighs', 'garam masala', 'green pepper', 'chillies', 'tumeric', 'salt', 'greek yogurt', 'tomatoes', 'vegetable oil', 'cumin seed', 'onions']",fresh tomatoes red pepper garlic cloves chicken thighs garam masala green pepper chillies tumeric salt greek yogurt tomatoes vegetable oil cumin seed onions,B
31459,"['eggs', 'unsalted butter', 'all-purpose flour', 'milk', 'vanilla extract', 'shortening', 'baking powder', 'white sugar', 'sesame seeds', 'salt']",eggs unsalted butter all-purpose flour milk vanilla extract shortening baking powder white sugar sesame seeds salt,A
27888,"['unsalted butter', 'all-purpose flour', 'whole milk', 'ground white pepper', 'finely chopped onion', 'grated nutmeg', 'salt']",unsalted butter all-purpose flour whole milk ground white pepper finely chopped onion grated nutmeg salt,A
13900,"['extra-virgin olive oil', 'water', 'bay leaves', 'kosher salt', 'polenta']",extra-virgin olive oil water bay leaves kosher salt polenta,E
12376,"['soy sauce', 'ground cayenne pepper', 'garlic', 'boneless skinless chicken breast halves', 'curry powder', 'fresh lime juice', 'peanut butter']",soy sauce ground cayenne pepper garlic boneless skinless chicken breast halves curry powder fresh lime juice peanut butter,C
1658,"['reduced sodium soy sauce', 'brown sugar', 'toasted sesame seeds', 'dried shiitake mushrooms', 'ground black pepper']",reduced sodium soy sauce brown sugar toasted sesame seeds dried shiitake mushrooms ground black pepper,C
29431,"['cream cheese, soften', 'hot sauce', 'freshly ground pepper', 'bluefish', 'fresh lime juice']","cream cheese, soften hot sauce freshly ground pepper bluefish fresh lime juice",D
22290,"['reduced fat reduced sodium cream of mushroom soup', 'chopped tomatoes', 'cream cheese', 'reduced fat reduced sodium condensed cream of chicken soup', 'portabello mushroom', 'boneless skinless chicken breast halves', 'chicken broth', 'olive oil', 'crushed red pepper flakes', 'pastry', 'salt and ground black pepper', 'frozen mixed thawed vegetables,']","reduced fat reduced sodium cream of mushroom soup chopped tomatoes cream cheese reduced fat reduced sodium condensed cream of chicken soup portabello mushroom boneless skinless chicken breast halves chicken broth olive oil crushed red pepper flakes pastry salt and ground black pepper frozen mixed thawed vegetables,",E
28464,"['fresh basil', 'kosher salt', 'ground black pepper', 'cannelloni', 'crème fraîche', 'fresh leav spinach', 'milk', 'large eggs', 'dry red wine', 'plum tomatoes', 'sugar', 'mozzarella cheese', 'lemon zest', 'ricotta cheese', 'grated nutmeg', 'white onion', 'olive oil', 'grated parmesan cheese', 'garlic']",fresh basil kosher salt ground black pepper cannelloni crème fraîche fresh leav spinach milk large eggs dry red wine plum tomatoes sugar mozzarella cheese lemon zest ricotta cheese grated nutmeg white onion olive oil grated parmesan cheese garlic,E
37953,"['soy sauce', 'gingerroot', 'white vinegar', 'ground black pepper', 'scallions', 'sesame seeds', 'beef rib short', 'sugar', 'sesame oil', 'garlic cloves']",soy sauce gingerroot white vinegar ground black pepper scallions sesame seeds beef rib short sugar sesame oil garlic cloves,C
20814,"['teriyaki sauce', 'garlic powder', 'onions', 'ground ginger', 'butter oil', 'chicken tenderloin']",teriyaki sauce garlic powder onions ground ginger butter oil chicken tenderloin,C
35987,"['green onions', 'corn', 'avocado', 'shredded pepper jack cheese', 'roasted red peppers']",green onions corn avocado shredded pepper jack cheese roasted red peppers,D
2329,"['marinara sauce', 'garlic', 'pepper', 'ricotta cheese', 'shredded mozzarella cheese', 'italian sausage', 'ziti', 'salt', 'olive oil', 'diced tomatoes', 'onions']",marinara sauce garlic pepper ricotta cheese shredded mozzarella cheese italian sausage ziti salt olive oil diced tomatoes onions,E
43237,"['pepper', 'garlic', 'onions', 'jalapeno chilies', 'green pepper', 'vinegar', 'salt', 'black beans', 'bay leaves', 'ham hock']",pepper garlic onions jalapeno chilies green pepper vinegar salt black beans bay leaves ham hock,E
30647,"['cider vinegar', 'egg yolks', 'cold water', 'unsalted butter', 'dry mustard', 'ground black pepper', 'heavy cream', 'sugar', 'flour', 'salt']",cider vinegar egg yolks cold water unsalted butter dry mustard ground black pepper heavy cream sugar flour salt,A
16675,"['basil dried leaves', 'Pillsbury™ Refrigerated Crescent Dinner Rolls', 'tomato sauce', 'ground beef', 'shredded Italian cheese']",basil dried leaves Pillsbury™ Refrigerated Crescent Dinner Rolls tomato sauce ground beef shredded Italian cheese,E
37722,"['sliced almonds', 'raisins', 'cumin seed', 'chopped cilantro fresh', 'boneless chicken skinless thigh', 'large garlic cloves', 'peanut oil', 'onions', 'chiles', 'coriander seeds', 'mexican chocolate', 'low salt chicken broth', 'dried oregano', 'pasilla chiles', 'flour tortillas', 'orange juice', 'orange peel']",sliced almonds raisins cumin seed chopped cilantro fresh boneless chicken skinless thigh large garlic cloves peanut oil onions chiles coriander seeds mexican chocolate low salt chicken broth dried oregano pasilla chiles flour tortillas orange juice orange peel,B
32438,"['sugar', 'zucchini', 'green onions', 'ketchup', 'flour', 'oil', 'soy sauce', 'Sriracha', 'rice vinegar', 'eggs', 'water', 'sweet potatoes']",sugar zucchini green onions ketchup flour oil soy sauce Sriracha rice vinegar eggs water sweet potatoes,C
20287,"['cauliflower', 'green bell pepper, slice', 'garlic', 'carrots', 'sugar', 'potatoes', 'yellow curry paste', 'coconut milk', 'chicken broth', 'cooking oil', 'salt', 'red bell pepper', 'jasmine rice', 'fresh green bean', 'rotisserie chicken', 'onions']","cauliflower green bell pepper, slice garlic carrots sugar potatoes yellow curry paste coconut milk chicken broth cooking oil salt red bell pepper jasmine rice fresh green bean rotisserie chicken onions",E
43296,"['ground black pepper', 'salt', 'lemon juice', 'plain yogurt', 'lamb stew meat', 'ground coriander', 'ground turmeric', 'garlic powder', 'vegetable oil', 'ground cardamom', 'ground cumin', 'ground ginger', 'beef stock', 'cayenne pepper', 'onions']",ground black pepper salt lemon juice plain yogurt lamb stew meat ground coriander ground turmeric garlic powder vegetable oil ground cardamom ground cumin ground ginger beef stock cayenne pepper onions,B
6237,"['feta cheese', 'shrimp', 'cottage cheese', 'salt', 'tomatoes', 'fresh thyme', 'spaghetti', 'pepper', 'scallions']",feta cheese shrimp cottage cheese salt tomatoes fresh thyme spaghetti pepper scallions,E
48560,"['soy sauce', 'sesame seeds', 'red pepper flakes', 'brown sugar', 'honey', 'green onions', 'sake', 'fresh ginger', 'sesame oil', 'black pepper', 'beef', 'garlic']",soy sauce sesame seeds red pepper flakes brown sugar honey green onions sake fresh ginger sesame oil black pepper beef garlic,C
20810,"['garlic', 'cumin', 'chili powder', 'salsa', 'chuck roast', 'salt', 'stewed tomatoes', 'fresh oregano']",garlic cumin chili powder salsa chuck roast salt stewed tomatoes fresh oregano,B
34951,"['leeks', 'portabello mushroom', ""soft goat's cheese"", 'shallots', 'fresh parsley', 'dry white wine', 'chanterelle', 'frozen pastry puff sheets', 'butter']",leeks portabello mushroom soft goat's cheese shallots fresh parsley dry white wine chanterelle frozen pastry puff sheets butter,E
31850,"['shoyu', 'onions', 'apple cider vinegar', 'rice vinegar', 'chicken', '7 Up', 'garlic', 'peppercorns', 'balsamic vinegar', 'bay leaf']",shoyu onions apple cider vinegar rice vinegar chicken 7 Up garlic peppercorns balsamic vinegar bay leaf,C
47745,"['tomatoes', 'black-eyed peas', 'green pepper', 'water', 'red pepper', 'chopped cooked ham', 'dried thyme', 'hot sauce', 'pepper', 'vegetable oil', 'chopped onion']",tomatoes black-eyed peas green pepper water red pepper chopped cooked ham dried thyme hot sauce pepper vegetable oil chopped onion,E
37815,"['lime', 'garlic cloves', 'rice paper', 'avocado', 'spring onions', 'cucumber', 'olive oil', 'carrots', 'mint', 'chicken breasts', 'vermicelli noodles']",lime garlic cloves rice paper avocado spring onions cucumber olive oil carrots mint chicken breasts vermicelli noodles,C
9872,"['rapini', 'pecorino romano cheese', 'pancetta', 'large eggs', 'ground black pepper', 'garlic cloves', 'fettucine', 'grated parmesan cheese']",rapini pecorino romano cheese pancetta large eggs ground black pepper garlic cloves fettucine grated parmesan cheese,E
5592,"['tomatoes', 'purple onion', 'coarse salt', 'fresh basil', 'carrots', 'celery ribs', 'extra-virgin olive oil']",tomatoes purple onion coarse salt fresh basil carrots celery ribs extra-virgin olive oil,E
27411,"['fish sauce', 'lime juice', 'cilantro', 'garlic cloves', 'ground turkey', 'sugar', 'cooking spray', 'button mushrooms', 'cucumber', 'key lime', 'chiles', 'thai basil', 'ground pork', 'green beans', 'bird chile', 'jasmine rice', 'shallots', 'chinese cabbage', 'fresh mint', 'sliced green onions']",fish sauce lime juice cilantro garlic cloves ground turkey sugar cooking spray button mushrooms cucumber key lime chiles thai basil ground pork green beans bird chile jasmine rice shallots chinese cabbage fresh mint sliced green onions,C
39320,"['vegetable oil cooking spray', 'baking potatoes', 'corned beef', 'caraway seeds', 'swiss cheese', 'salt', 'nonfat thousand island dressing', 'skim milk', 'paprika', 'green cabbage', 'pepper', 'non-fat sour cream']",vegetable oil cooking spray baking potatoes corned beef caraway seeds swiss cheese salt nonfat thousand island dressing skim milk paprika green cabbage pepper non-fat sour cream,E
40247,"['caster sugar', 'apples', 'plain flour', 'butter', 'granulated sugar', 'rice flour', 'eggs', 'lemon']",caster sugar apples plain flour butter granulated sugar rice flour eggs lemon,A
19792,"['fresh cilantro', 'chili powder', 'fresh lime juice', 'tomato paste', 'jalapeno chilies', 'pimento stuffed olives', 'dried oregano', 'flour tortillas', 'salt', 'boned lamb shoulder', 'water', 'golden raisins', 'garlic cloves', 'unsweetened cocoa powder']",fresh cilantro chili powder fresh lime juice tomato paste jalapeno chilies pimento stuffed olives dried oregano flour tortillas salt boned lamb shoulder water golden raisins garlic cloves unsweetened cocoa powder,D
40754,"['instant yeast', 'extra-virgin olive oil', 'warm water', 'raw sugar', 'confectioners sugar', 'fennel seeds', 'flour', 'flour for dusting', 'large egg whites', 'sea salt']",instant yeast extra-virgin olive oil warm water raw sugar confectioners sugar fennel seeds flour flour for dusting large egg whites sea salt,A
14365,"['lime juice', 'guacamole', 'garlic', 'onions', 'green bell pepper', 'reduced sodium soy sauce', 'vegetable oil', 'red bell pepper', 'fresh cilantro', 'chili powder', 'salsa', 'cumin', 'turkey breast cutlets', 'flour tortillas', 'worcestershire sauce', 'sour cream']",lime juice guacamole garlic onions green bell pepper reduced sodium soy sauce vegetable oil red bell pepper fresh cilantro chili powder salsa cumin turkey breast cutlets flour tortillas worcestershire sauce sour cream,D
14468,"['orange', 'seltzer water', 'white rum', 'lemon', 'triple sec', 'whiskey', 'sugar', 'red wine']",orange seltzer water white rum lemon triple sec whiskey sugar red wine,A
47563,"['black pepper', 'olive oil', 'garlic', 'tortilla chips', 'avocado', 'corn', 'green onions', 'salt', 'greens', 'black beans', 'citrus', 'purple onion', 'fresh lemon juice', 'dressing', 'cherry tomatoes', 'Italian parsley leaves', 'cilantro leaves']",black pepper olive oil garlic tortilla chips avocado corn green onions salt greens black beans citrus purple onion fresh lemon juice dressing cherry tomatoes Italian parsley leaves cilantro leaves,D
19611,"['sausage casings', 'large eggs', 'crushed red pepper', 'onions', 'fresh parmesan cheese', 'gluten-free spaghetti', 'fresh parsley leaves', 'lower sodium chicken broth', 'ground black pepper', 'gluten', 'fresh parsley', 'ground round', 'cooking spray', 'garlic cloves']",sausage casings large eggs crushed red pepper onions fresh parmesan cheese gluten-free spaghetti fresh parsley leaves lower sodium chicken broth ground black pepper gluten fresh parsley ground round cooking spray garlic cloves,E
7163,"['beef', 'cheddar cheese', 'pico de gallo', 'monterey jack', 'tortillas']",beef cheddar cheese pico de gallo monterey jack tortillas,D
43069,"['brown sugar', 'vegetable juice cocktail', 'tapioca flour', 'onions', 'stew meat', 'carrots', 'potatoes']",brown sugar vegetable juice cocktail tapioca flour onions stew meat carrots potatoes,A
